index;x;y;z
720;-1.502228;-1.177933;-0.412277
721;0.006439;0.389938;0.364120
722;-0.836243;-1.025070;0.506927
723;-0.459091;-1.271454;0.024139
724;-0.273056;-0.921478;-0.200363
725;-0.364929;-0.631897;-0.125046
726;-0.269836;-0.643127;-0.039673
727;-0.226379;-0.636505;-0.110977
728;-0.616379;-1.004135;-0.218277
729;-0.197952;-1.169296;-0.134354
730;0.010468;-1.375061;-0.088593
731;-0.251404;-1.621582;0.115646
732;-0.919907;-1.035355;0.100586
733;-1.380936;-1.354004;0.056427
734;-0.672791;-1.022888;-0.137939
735;-0.248520;-1.002121;0.053833
736;-0.117050;-0.444031;0.217743
737;-0.270691;0.051483;0.036957
738;-0.242157;-0.128448;-0.066818
739;-0.371597;-0.442078;-0.909592
740;-1.390381;-1.429962;-1.220535
741;-0.032623;-0.376205;-1.067368
742;-1.788742;-1.843384;-0.139709
743;-0.597839;0.534134;-0.583954
744;-0.563248;-0.934189;0.277832
745;-0.480316;-1.506088;-0.158951
746;-0.212173;-0.843964;-0.074341
747;-0.413071;-0.643387;-0.030518
748;-0.211594;-0.671234;0.250610
749;-0.523804;-0.663528;-0.333527
750;-0.235001;-1.082382;-0.210648
751;-0.220764;-1.096359;-0.059692
752;-0.424118;-1.213867;-0.285553
753;-0.232651;-1.444855;0.159103
754;-0.914261;-1.069977;0.270065
755;-1.281921;-1.428543;0.071472
756;-0.652145;-0.921387;-0.204147
757;-0.269821;-0.938522;0.131287
758;-0.089691;-0.393097;0.194489
759;-0.295990;0.052017;0.075272
760;-0.189774;-0.161133;-0.257156
761;-0.460815;-0.770462;-1.255936
762;-0.990738;-1.171692;-1.072372
763;0.089630;-0.291016;-0.934464
764;-1.856079;-2.290085;-0.465469
765;-0.399918;-0.001724;0.561447
766;-0.601105;-1.266876;0.239227
767;-0.301331;-1.443237;-0.362656
768;-0.274887;-0.593185;-0.088257
769;-0.473175;-0.630997;-0.092560
770;-0.033188;-0.622452;0.385925
771;-0.780273;-0.914352;-0.443054
772;-0.193024;-1.119873;-0.216980
773;-0.045959;-1.248825;-0.099014
774;-0.231445;-1.626572;0.037735
775;-0.626221;-1.240585;0.431763
776;-1.336105;-1.222504;0.302353
777;-0.919601;-1.337769;0.032547
778;-0.250183;-0.927048;0.027649
779;-0.223862;-0.591858;0.192841
780;-0.140396;-0.012573;0.078735
781;-0.243011;-0.026428;-0.055283
782;-0.296783;-0.319427;-0.670578
783;-1.176453;-1.149673;-1.422516
784;-0.263702;-0.470627;-0.931778
785;-1.154556;-0.912399;0.450974
786;-0.184998;-0.030411;0.302109
787;-0.812241;-0.787231;0.674820
788;-0.563736;-1.474594;0.131195
789;-0.160645;-0.925919;-0.175629
790;-0.408630;-0.511536;-0.071320
791;-0.245972;-0.659943;0.279068
792;-0.336151;-0.671967;-0.278259
793;-0.324203;-1.211075;-0.134155
794;-0.193771;-1.206772;-0.113312
795;-0.282150;-1.205307;-0.180161
796;-0.213135;-1.425552;0.215317
797;-1.055496;-0.944992;0.152756
798;-1.262436;-1.469437;0.012894
799;-0.607101;-1.040192;-0.161179
800;-0.336823;-0.993912;0.071899
801;-0.073532;-0.384842;0.294830
802;-0.276367;0.087128;0.090591
803;-0.193741;-0.165054;-0.155899
804;-0.476761;-0.589203;-0.967651
805;-1.110092;-1.418259;-1.107498
806;0.254547;-0.038803;-1.395157
807;-2.739105;-2.362885;-0.493179
808;-0.151947;0.822220;-0.326004
809;-0.603577;-1.270325;0.259384
810;-0.440536;-1.584625;-0.402740
811;-0.245697;-0.752487;-0.087524
812;-0.413879;-0.531647;-0.121658
813;-0.198410;-0.783051;0.254898
814;-0.446823;-0.654007;-0.322266
815;-0.275360;-1.081253;-0.108536
816;-0.077484;-1.205917;-0.009125
817;-0.552917;-1.115234;-0.338882
818;-0.078812;-1.473343;0.239014
819;-1.126907;-0.820389;0.182999
820;-1.102127;-1.507523;0.027985
821;-0.751572;-1.027679;-0.151947
822;-0.273605;-1.006653;0.070419
823;-0.139267;-0.457901;0.254898
824;-0.290024;0.083832;0.065140
825;-0.168182;-0.128983;-0.202454
826;-0.336823;-0.553833;-0.954941
827;-1.374725;-1.384979;-1.173859
828;0.196289;-0.169159;-1.199783
829;-2.376221;-1.792923;-0.491364
830;-0.321976;0.554596;-0.258255
831;-0.602783;-1.226700;0.249847
832;-0.470123;-1.428726;-0.151260
833;-0.240173;-0.794876;-0.114990
834;-0.449570;-0.623062;-0.089325
835;-0.078552;-0.722488;0.486237
836;-0.644485;-0.699768;-0.514832
837;-0.140091;-1.095139;-0.107513
838;-0.040573;-1.160797;-0.042618
839;-0.320648;-1.362122;-0.199677
840;-0.409027;-1.442505;0.467987
841;-1.334930;-1.042786;0.296432
842;-1.091690;-1.369888;0.049561
843;-0.582397;-0.858063;-0.173752
844;-0.164017;-1.055557;0.037354
845;-0.142792;-0.043152;0.201996
846;-0.187683;0.064178;-0.014359
847;-0.263443;-0.187973;-0.501358
848;-0.512711;-1.290421;-1.376984
849;-0.813568;-0.816345;-1.086411
850;-1.776901;-1.001968;-0.476761
851;0.091080;-0.054520;0.345230
852;-0.689590;-1.028976;0.394257
853;-0.514496;-1.181442;0.062073
854;-0.511948;-0.923080;-0.292801
855;-0.406799;-0.669067;-0.199982
856;-0.309372;-0.750610;-0.093628
857;-0.187057;-0.774628;0.164337
858;-0.624237;-0.754211;-0.347260
859;-0.170670;-1.027390;-0.187576
860;0.000259;-1.201721;-0.055832
861;-0.533066;-1.276840;-0.201035
862;-0.231995;-1.427628;0.236664
863;-1.207809;-1.055679;0.297287
864;-0.893112;-1.269638;0.075607
865;-0.463242;-0.738831;-0.134552
866;-0.173737;-0.821640;0.138733
867;-0.297089;-0.471558;0.059219
868;-0.329391;-0.237961;0.034485
869;-0.358841;-0.467331;-0.409348
870;-0.535294;-0.921570;-0.758575
871;-0.741592;-0.580170;-0.490631
872;-0.133713;-1.058624;-0.742645
873;-0.295013;-0.574615;-0.401367
874;-1.142883;-1.568024;0.193558
875;-0.514359;-0.622421;-0.786224
876;-0.621979;-0.785767;0.504776
877;-0.008347;-0.903229;0.316696
878;-0.608170;-1.096359;-0.323242
879;-0.481277;-0.522705;-0.118286
880;-0.437119;-0.916092;0.077316
881;-0.230011;-0.671494;-0.003754
882;-0.404068;-1.009506;-0.004929
883;-0.381470;-0.807846;-0.152481
884;-0.182663;-0.951080;0.136871
885;-0.407532;-1.291626;0.027679
886;-0.506577;-1.444901;-0.177780
887;-0.374146;-1.219040;-0.088760
888;-0.489075;-0.855728;0.057983
889;-0.868393;-1.162796;0.123123
890;-0.656311;-1.010513;-0.275711
891;0.133453;-1.064850;0.172211
892;-0.288757;-0.852280;-0.331833
893;-0.295441;-0.686951;-0.119980
894;-0.284851;-0.559113;-0.221664
895;-0.220169;-0.386032;-0.279160
896;-0.147064;-0.811127;-0.834839
897;-0.501343;-1.300797;-0.839279
898;-0.490814;-0.751465;-0.801453
899;-0.743332;-0.881744;-0.058304
900;-0.734222;-1.173996;-0.630844
901;-0.514847;-0.665512;0.188751
902;0.089844;-0.777924;0.338898
903;-0.297287;-0.399628;-0.277710
904;-0.355515;-0.845993;-0.048859
905;-0.145599;-0.804565;-0.076157
906;-0.888077;-0.953003;-0.239365
907;-0.697357;-0.901138;-0.171188
908;-0.034973;-1.107803;-0.006424
909;-0.107544;-1.120972;-0.198624
910;-0.119385;-1.306168;0.122375
911;-0.343124;-1.175583;-0.317215
912;0.433121;-1.570404;0.237305
913;-0.112305;-1.075882;0.442810
914;0.063873;-0.980759;0.027649
915;-0.206085;-0.809158;0.301270
916;0.412979;-1.072800;-0.196609
917;-0.294373;-0.891022;-0.580811
918;0.191940;-0.886322;0.160858
919;0.360611;-0.818802;-0.519791
920;0.451843;-0.776932;-0.419266
921;0.684891;-0.692490;-0.189758
922;0.697174;-0.525162;-0.550644
923;0.802185;-0.682404;-0.159241
924;0.659714;-0.716766;-0.553726
925;0.613922;-0.770096;-0.222519
926;0.750992;-0.596390;-0.446274
927;0.228180;-0.512833;-0.613556
928;0.125229;-0.420990;-0.689072
929;-0.016159;-0.424561;-0.433640
930;0.340622;-0.239334;-0.763336
931;0.278076;-0.395462;-0.676498
932;0.152328;-0.459305;-1.049240
933;0.179352;-0.492722;-0.731125
934;0.104294;0.084137;-1.160660
935;-0.012039;-0.386337;-0.563675
936;0.111069;-0.399658;-0.993134
937;0.031860;-0.357391;-0.922989
938;0.083435;-0.288467;-0.967468
939;0.025253;-0.214584;-1.049652
940;0.040222;-0.225601;-0.814835
941;0.081543;-0.275101;-0.813843
942;-0.085037;-0.224350;-0.798706
943;0.056229;-0.381516;-0.836929
944;0.031387;-0.441025;-0.789703
